# NCBI_GENE_ID	XB_GENE_ID	GENE_SYMBOL	GENE_NAME
GeneID:121397890	NA	LOC121397890	P2X purinoceptor 7-like
GeneID:121397893	NA	LOC121397893	tubulin alpha-1D chain-like
GeneID:121397894	NA	LOC121397894	uncharacterized protein LOC121397894
GeneID:121397896	NA	LOC121397896	uncharacterized protein LOC121397896
GeneID:121397903	NA	LOC121397903	lamina-associated polypeptide 2-like
GeneID:121397904	NA	LOC121397904	targeting protein for Xklp2-A-like
GeneID:121397905	NA	LOC121397905	leucine-rich repeat extensin-like protein 1
GeneID:121397906	NA	LOC121397906	uncharacterized protein LOC121397906
GeneID:121397907	NA	LOC121397907	targeting protein for Xklp2-A-like
GeneID:121397908	NA	LOC121397908	targeting protein for Xklp2-A-like
GeneID:121397909	NA	LOC121397909	leucine-rich repeat extensin-like protein 1
GeneID:121397910	NA	LOC121397910	extensin-like
GeneID:121397911	NA	LOC121397911	targeting protein for Xklp2-like
GeneID:121397917	NA	LOC121397917	reticulophagy regulator 3-like
GeneID:121397920	NA	LOC121397920	uncharacterized protein LOC121397920
GeneID:121397921	NA	LOC121397921	traf2 and NCK-interacting protein kinase-like
GeneID:121397922	NA	LOC121397922	serine/threonine-protein kinase hippo-like
GeneID:121397923	NA	LOC121397923	cyclin N-terminal domain-containing protein 1-like
GeneID:121397925	NA	LOC121397925	uncharacterized protein LOC121397925
GeneID:121397927	NA	LOC121397927	fatty acid desaturase 6-like
GeneID:121397930	NA	LOC121397930	uncharacterized protein LOC121397930
GeneID:121397934	NA	LOC121397934	DELTA-thalatoxin-Avl1a-like
GeneID:121397936	NA	LOC121397936	uncharacterized protein LOC121397936
GeneID:121397937	NA	LOC121397937	uncharacterized protein LOC121397937
GeneID:121397938	NA	LOC121397938	uncharacterized protein LOC121397938
GeneID:121397942	NA	LOC121397942	Ig-like V-type domain-containing protein FAM187A
GeneID:121397943	NA	LOC121397943	uncharacterized protein LOC121397943
GeneID:121397945	NA	LOC121397945	protein kinase C theta type-like
GeneID:121397951	NA	LOC121397951	C5a anaphylatoxin chemotactic receptor 1-like
GeneID:121397955	NA	LOC121397955	uncharacterized protein LOC121397955
GeneID:121397959	NA	LOC121397959	olfactory receptor 11L1-like
GeneID:121397960	NA	LOC121397960	olfactory receptor 11L1-like
GeneID:121397961	NA	LOC121397961	splicing factor 3A subunit 2-like
GeneID:121397962	NA	LOC121397962	uncharacterized protein LOC121397962
GeneID:121397964	NA	LOC121397964	uncharacterized protein LOC121397964
GeneID:121397965	NA	LOC121397965	putative protein kinase C delta type homolog
GeneID:121397966	NA	LOC121397966	protein FAM237A-like
GeneID:121397967	NA	LOC121397967	olfactory receptor 1019-like
GeneID:121397968	NA	LOC121397968	olfactory receptor 5V1-like
GeneID:121397970	NA	LOC121397970	uncharacterized protein LOC121397970
GeneID:121397971	NA	LOC121397971	forkhead box protein L3-like
GeneID:121397972	NA	LOC121397972	uncharacterized protein LOC121397972
GeneID:121397974	NA	LOC121397974	uromodulin-like
GeneID:121397975	NA	LOC121397975	uromodulin-like
GeneID:121397976	NA	LOC121397976	uromodulin-like
GeneID:121397977	NA	LOC121397977	uromodulin-like
GeneID:121397978	NA	LOC121397978	uncharacterized protein LOC121397978
GeneID:121397979	NA	LOC121397979	unconventional myosin-XV-like
GeneID:121397980	NA	LOC121397980	uncharacterized protein LOC121397980
GeneID:121397981	NA	LOC121397981	olfactory receptor 6B1-like
GeneID:121397982	NA	LOC121397982	olfactory receptor 1J2-like, partial
GeneID:121397983	NA	LOC121397983	olfactory receptor 5B12-like
GeneID:121397984	NA	LOC121397984	olfactory receptor 146-like
GeneID:121397985	NA	LOC121397985	olfactory receptor 146-like
GeneID:121397988	NA	LOC121397988	prostasin-like
GeneID:121397989	NA	LOC121397989	olfactory receptor 187-like
GeneID:121397990	NA	LOC121397990	olfactory receptor 1G1-like
GeneID:121397991	NA	LOC121397991	olfactory receptor 1G1-like
GeneID:121397992	NA	LOC121397992	olfactory receptor 146-like
GeneID:121397993	NA	LOC121397993	olfactory receptor 5B12-like
GeneID:121397994	NA	LOC121397994	olfactory receptor 1019-like
GeneID:121397996	NA	LOC121397996	olfactory receptor 154-like
GeneID:121398000	NA	LOC121398000	olfactory receptor 5V1-like
GeneID:121398001	NA	LOC121398001	posterior protein-like
GeneID:121398002	NA	LOC121398002	uncharacterized protein LOC121398002
GeneID:121398003	NA	LOC121398003	uncharacterized protein LOC121398003
GeneID:121398004	NA	LOC121398004	uncharacterized protein LOC121398004
GeneID:121398005	NA	LOC121398005	protein FAM135A-like
GeneID:121398007	NA	LOC121398007	protein FAM135A-like
GeneID:121398008	NA	LOC121398008	protein FAM135A-like
GeneID:121398010	NA	LOC121398010	oocyte zinc finger protein XlCOF7.1-like
GeneID:121398011	NA	LOC121398011	oocyte zinc finger protein XlCOF7.1-like
GeneID:121398013	NA	LOC121398013	uncharacterized protein LOC121398013
GeneID:121398018	NA	LOC121398018	uncharacterized protein LOC121398018
GeneID:121398019	NA	LOC121398019	sterol 26-hydroxylase, mitochondrial-like
GeneID:121398020	NA	LOC121398020	zinc finger MYM-type protein 1-like
GeneID:121398021	NA	LOC121398021	uncharacterized protein LOC121398021
GeneID:121398025	NA	LOC121398025	leucine-rich repeat extensin-like protein 1
GeneID:121398027	NA	LOC121398027	uncharacterized protein LOC121398027
GeneID:121398029	NA	LOC121398029	regulating synaptic membrane exocytosis protein 4-like
GeneID:121398031	NA	LOC121398031	serine protease 33-like
GeneID:121398032	NA	LOC121398032	olfactory receptor 5V1-like
GeneID:121398033	NA	LOC121398033	uncharacterized protein LOC121398033
GeneID:121398034	NA	LOC121398034	cytotoxin 1b-like
GeneID:121398035	NA	LOC121398035	uncharacterized protein LOC121398035
GeneID:121398037	NA	LOC121398037	uncharacterized protein LOC121398037
GeneID:121398038	NA	LOC121398038	uncharacterized protein LOC121398038
GeneID:121398039	NA	LOC121398039	flocculation protein FLO11-like
GeneID:121398040	NA	LOC121398040	putative sodium-coupled neutral amino acid transporter 10
GeneID:121398041	NA	LOC121398041	uncharacterized protein LOC121398041
GeneID:121398042	NA	LOC121398042	uncharacterized protein LOC121398042
GeneID:121398043	NA	LOC121398043	apoptosis-associated speck-like protein containing a CARD
GeneID:121398045	NA	LOC121398045	oocyte zinc finger protein XlCOF7.1-like
GeneID:121398046	NA	LOC121398046	oocyte zinc finger protein XlCOF22-like
GeneID:121398047	NA	LOC121398047	E3 ubiquitin/ISG15 ligase TRIM25-like
GeneID:121398048	NA	LOC121398048	oocyte zinc finger protein XlCOF7.2-like
GeneID:121398049	NA	LOC121398049	oocyte zinc finger protein XlCOF7.1-like
GeneID:121398051	NA	LOC121398051	oocyte zinc finger protein XlCOF7.2-like
GeneID:121398052	NA	LOC121398052	oocyte zinc finger protein XlCOF6.1-like
GeneID:121398053	NA	LOC121398053	E3 ubiquitin/ISG15 ligase TRIM25-like
GeneID:121398054	NA	LOC121398054	uncharacterized protein LOC121398054
GeneID:121398055	NA	LOC121398055	protein FAM135A-like
GeneID:121398056	NA	LOC121398056	histone H1B-like
GeneID:121398057	NA	LOC121398057	histone H1B-like
GeneID:121398059	NA	LOC121398059	histone H1B-like
GeneID:121398060	NA	LOC121398060	histone H1B-like
GeneID:121398062	NA	LOC121398062	histone H1B-like
GeneID:121398063	NA	LOC121398063	histone H3-like
GeneID:121398064	NA	LOC121398064	histone H3
GeneID:121398065	NA	LOC121398065	histone H3-like
GeneID:121398066	NA	LOC121398066	histone H3
GeneID:121398067	NA	LOC121398067	histone H3-like
GeneID:121398069	NA	LOC121398069	histone H2A type 1-like
GeneID:121398070	NA	LOC121398070	histone H2A type 1-like
GeneID:121398071	NA	LOC121398071	histone H2A type 1-like
GeneID:121398072	NA	LOC121398072	histone H2A type 1-like
GeneID:121398073	NA	LOC121398073	histone H2A type 1-like
GeneID:121398074	NA	LOC121398074	histone H2A type 1-like
GeneID:121398075	NA	LOC121398075	histone H2A type 1-like
GeneID:121398076	NA	LOC121398076	histone H2B 1.1-like
GeneID:121398077	NA	LOC121398077	histone H2B 1.2-like
GeneID:121398078	NA	LOC121398078	histone H2B 1.1-like
GeneID:121398079	NA	LOC121398079	histone H2B 1.1-like
GeneID:121398080	NA	LOC121398080	histone H2B 1.2
GeneID:121398081	NA	LOC121398081	histone H2B 1.2
GeneID:121398082	NA	LOC121398082	histone H2B 1.2
GeneID:121398084	NA	LOC121398084	histone H4-like
GeneID:121398086	NA	LOC121398086	histone H4
GeneID:121398087	NA	LOC121398087	histone H4
GeneID:121398088	NA	LOC121398088	histone H4
GeneID:121398089	NA	LOC121398089	histone H4
GeneID:121398090	NA	LOC121398090	histone H4
GeneID:121398091	NA	LOC121398091	histone H4
GeneID:121398098	NA	LOC121398098	B-cell antigen receptor complex-associated protein beta chain-like
GeneID:121398099	NA	LOC121398099	uncharacterized protein LOC121398099
GeneID:121398100	NA	LOC121398100	uncharacterized protein LOC121398100
GeneID:121398102	NA	LOC121398102	DNA-dependent metalloprotease SPRTN-like
GeneID:121398103	NA	LOC121398103	DNA-dependent metalloprotease SPRTN-like
GeneID:121398104	NA	LOC121398104	DNA-dependent metalloprotease SPRTN-like
GeneID:121398105	NA	LOC121398105	DNA-dependent metalloprotease SPRTN-like
GeneID:121398106	NA	LOC121398106	tektin-4-like
GeneID:121398111	NA	LOC121398111	uncharacterized protein LOC121398111
GeneID:121398112	NA	LOC121398112	collagen alpha-1(XV) chain-like
GeneID:121398113	NA	LOC121398113	uncharacterized protein LOC121398113
GeneID:121398114	NA	LOC121398114	RING finger protein 112-like
GeneID:121398115	NA	LOC121398115	serine protease 27-like
GeneID:121398116	NA	LOC121398116	RING finger protein 112-like
GeneID:121398118	NA	LOC121398118	uncharacterized protein LOC121398118
GeneID:121398120	NA	LOC121398120	targeting protein for Xklp2-B-like
GeneID:121398121	NA	LOC121398121	up-regulator of cell proliferation-like
GeneID:121398122	NA	LOC121398122	uncharacterized protein LOC121398122
GeneID:121398124	NA	LOC121398124	targeting protein for Xklp2-A-like
GeneID:121398128	NA	LOC121398128	uncharacterized protein LOC121398128
GeneID:121398130	NA	LOC121398130	adenosine receptor A1-like
GeneID:121398131	NA	LOC121398131	uncharacterized protein LOC121398131
GeneID:121398133	NA	LOC121398133	transmembrane protein 81-like
GeneID:121398135	NA	LOC121398135	lisH domain-containing protein C1711.05-like
GeneID:121398136	NA	LOC121398136	mitogen-activated protein kinase kinase kinase kinase 4-like
GeneID:121398137	NA	LOC121398137	zinc finger MYM-type protein 1-like
GeneID:121398138	NA	LOC121398138	agouti-signaling protein-like
GeneID:121398139	NA	LOC121398139	serine/threonine-protein kinase svkA-like
GeneID:121398141	NA	LOC121398141	uncharacterized protein LOC121398141
GeneID:121398143	NA	LOC121398143	WAP four-disulfide core domain protein 5-like
GeneID:121398145	NA	LOC121398145	uncharacterized protein LOC121398145
GeneID:121398146	NA	LOC121398146	phospholipase A2-like
GeneID:121398147	NA	LOC121398147	uncharacterized protein LOC121398147
GeneID:121398149	NA	LOC121398149	targeting protein for Xklp2-A-like
GeneID:121398150	NA	LOC121398150	FK506-binding protein 5-like
GeneID:121398151	NA	LOC121398151	uncharacterized protein LOC121398151
GeneID:121398152	NA	LOC121398152	uncharacterized protein LOC121398152
GeneID:121398153	NA	LOC121398153	uncharacterized protein LOC121398153
GeneID:121398154	NA	LOC121398154	uncharacterized protein LOC121398154
GeneID:121398156	NA	LOC121398156	perlwapin-like
GeneID:121398159	NA	LOC121398159	uncharacterized protein LOC121398159
GeneID:121398160	NA	LOC121398160	lamina-associated polypeptide 2, isoforms alpha/zeta-like
GeneID:121398161	NA	LOC121398161	uncharacterized protein LOC121398161
GeneID:121398162	NA	LOC121398162	transmembrane protein 81-like
GeneID:121398164	NA	LOC121398164	uncharacterized protein LOC121398164
GeneID:121398165	NA	LOC121398165	uncharacterized protein LOC121398165
GeneID:121398166	NA	LOC121398166	transmembrane protein 81-like
GeneID:121398167	NA	LOC121398167	uncharacterized protein LOC121398167
GeneID:121398168	NA	LOC121398168	transmembrane protein 81-like
GeneID:121398169	NA	LOC121398169	solute carrier family 2, facilitated glucose transporter member 10-like
GeneID:121398170	NA	LOC121398170	helix-loop-helix protein 13-like
GeneID:121398172	NA	LOC121398172	transmembrane protein 81-like
GeneID:121398174	NA	LOC121398174	uncharacterized protein LOC121398174
GeneID:121398175	NA	LOC121398175	uncharacterized protein LOC121398175
GeneID:121398176	NA	LOC121398176	transmembrane protein 81-like
GeneID:121398177	NA	LOC121398177	transmembrane protein 81-like
GeneID:121398178	NA	LOC121398178	perlwapin-like
GeneID:121398182	NA	LOC121398182	serine/threonine-protein kinase 4-like
GeneID:121398183	NA	LOC121398183	natural cytotoxicity triggering receptor 3 ligand 1-like
GeneID:121398184	NA	LOC121398184	traf2 and NCK-interacting protein kinase-like
GeneID:121398186	NA	LOC121398186	C3a anaphylatoxin chemotactic receptor-like, partial
GeneID:121398188	NA	LOC121398188	up-regulator of cell proliferation-like
GeneID:121398190	NA	LOC121398190	BPI fold-containing family B member 4-like
GeneID:121398191	NA	LOC121398191	uncharacterized protein LOC121398191
GeneID:121398193	NA	LOC121398193	uncharacterized protein LOC121398193
GeneID:121398194	NA	LOC121398194	whey acidic protein-like
GeneID:121398197	NA	LOC121398197	general transcription factor II-I repeat domain-containing protein 2-like
GeneID:121398199	NA	LOC121398199	uncharacterized protein LOC121398199
GeneID:121398200	NA	LOC121398200	mitogen-activated protein kinase kinase kinase kinase 4-like
GeneID:121398201	NA	LOC121398201	uncharacterized protein LOC121398201
GeneID:121398202	NA	LOC121398202	transcription elongation factor A protein 2-like
GeneID:121398203	NA	LOC121398203	mitogen-activated protein kinase kinase kinase kinase 4-like
GeneID:121398205	NA	LOC121398205	serine/threonine-protein kinase hippo-like
GeneID:121398207	NA	LOC121398207	serine/threonine-protein kinase hippo-like
GeneID:121398211	NA	LOC121398211	lamina-associated polypeptide 2, isoforms alpha/zeta-like
GeneID:121398212	NA	LOC121398212	uncharacterized protein LOC121398212
GeneID:121398213	NA	LOC121398213	uncharacterized protein LOC121398213
GeneID:121398214	NA	LOC121398214	protein FAM135A-like
GeneID:121398215	NA	LOC121398215	uncharacterized protein LOC121398215
GeneID:121398216	NA	LOC121398216	uncharacterized protein LOC121398216
GeneID:121398218	NA	LOC121398218	uromodulin-like
GeneID:121398219	NA	LOC121398219	uncharacterized protein LOC121398219
GeneID:121398221	NA	LOC121398221	signal-regulatory protein beta-1-like
GeneID:121398222	NA	LOC121398222	uncharacterized protein LOC121398222
GeneID:121398223	NA	LOC121398223	uncharacterized protein LOC121398223
GeneID:121398224	NA	LOC121398224	probable serine/threonine-protein kinase DDB_G0281745
GeneID:121398225	NA	LOC121398225	uromodulin-like
GeneID:121398226	NA	LOC121398226	uncharacterized protein LOC121398226
GeneID:121398228	NA	LOC121398228	myb-related transcription factor, partner of profilin-like
GeneID:121398229	NA	LOC121398229	extensin-like
GeneID:121398230	NA	LOC121398230	targeting protein for Xklp2-A-like
GeneID:121398237	NA	LOC121398237	caspase-8-like
GeneID:121398239	NA	LOC121398239	C3a anaphylatoxin chemotactic receptor-like
GeneID:121398240	NA	LOC121398240	lipopolysaccharide-binding protein-like
GeneID:121398242	NA	LOC121398242	uncharacterized protein LOC121398242
GeneID:121398246	NA	LOC121398246	uncharacterized protein LOC121398246
GeneID:121398247	NA	LOC121398247	serine/threonine-protein kinase mig-15-like
GeneID:121398248	NA	LOC121398248	P2X purinoceptor 7-like
GeneID:121398249	NA	LOC121398249	probable G-protein coupled receptor 139
GeneID:121398252	NA	LOC121398252	prolactin-releasing peptide-like
GeneID:121398253	NA	LOC121398253	vomeronasal type-2 receptor 26-like
GeneID:121398254	NA	LOC121398254	interferon alpha-C-like
GeneID:121398255	NA	LOC121398255	vomeronasal type-2 receptor 26-like
GeneID:121398257	NA	LOC121398257	transmembrane protein 81-like
GeneID:121398262	NA	LOC121398262	Ig-like V-type domain-containing protein FAM187A
GeneID:121398263	NA	LOC121398263	vomeronasal type-2 receptor 26-like
GeneID:121398264	NA	LOC121398264	protein ALP1-like
GeneID:121398265	NA	LOC121398265	Ig-like V-type domain-containing protein FAM187A
GeneID:121398266	NA	LOC121398266	vomeronasal type-2 receptor 26-like
GeneID:121398268	NA	LOC121398268	Ig-like V-type domain-containing protein FAM187A
GeneID:121398269	NA	LOC121398269	vomeronasal type-2 receptor 26-like
GeneID:121398270	NA	LOC121398270	uncharacterized protein LOC121398270
GeneID:121398272	NA	LOC121398272	Ig-like V-type domain-containing protein FAM187A
GeneID:121398273	NA	LOC121398273	vomeronasal type-2 receptor 26-like
GeneID:121398274	NA	LOC121398274	Ig-like V-type domain-containing protein FAM187A
GeneID:121398275	NA	LOC121398275	protein ALP1-like
GeneID:121398276	NA	LOC121398276	vomeronasal type-2 receptor 26-like
GeneID:121398277	NA	LOC121398277	Ig-like V-type domain-containing protein FAM187A
GeneID:121398278	NA	LOC121398278	vomeronasal type-2 receptor 26-like
GeneID:121398280	NA	LOC121398280	Ig-like V-type domain-containing protein FAM187A
GeneID:121398282	NA	LOC121398282	vomeronasal type-2 receptor 26-like, partial
GeneID:121398283	NA	LOC121398283	uncharacterized protein LOC121398283
GeneID:121398285	NA	LOC121398285	uncharacterized protein LOC121398285
