Q66KW8,NP_001078914.1,NM_001085445.1,GeneID:447126,XB-GENE-1016356
A0A1L8HIQ3,XP_018100776.1,XM_018245287.2,GeneID:733388,XB-GENE-5934162
A0A8J0UF49,XP_018100779.1,XM_018245290.2,GeneID:734360,XB-GENE-6087152
A0A1L8HYB0,XP_018100780.1,XM_018245291.2,GeneID:444238,XB-GENE-987078
A0A1L8HFR6,XP_018100781.1,XM_018245292.2,GeneID:734362,XB-GENE-1006529
A0A1L8HEK8,XP_018100784.1,XM_018245295.2,GeneID:734488,XB-GENE-974534
A0A1L8HEH4,XP_041437031.1,XM_041581097.1,GeneID:734488,XB-GENE-974534
Q4V7S4,XP_018100791.1,XM_018245302.2,GeneID:734555,XB-GENE-959165
A0A1L8HH55,XP_018100792.1,XM_018245303.2,GeneID:734575,XB-GENE-5936157
A0A8J0UCJ1,XP_018100797.1,XM_018245308.2,GeneID:734619,NA
A0A1L8HDB0,XP_018100798.1,XM_018245309.2,GeneID:734619,NA
A0A8J0UBB5,XP_018100799.1,XM_018245310.2,GeneID:734622,XB-GENE-6078869
A0A1L8HGV2,XP_018100800.1,XM_018245311.2,GeneID:734622,XB-GENE-6078869
A0A1L8HJW9,XP_041437039.1,XM_041581105.1,GeneID:734632,XB-GENE-954122
A0A1L8HGV7,XP_018100810.1,XM_018245321.2,GeneID:734645,XB-GENE-1012987
A0A8J0U4C6,XP_018100811.1,XM_018245322.2,GeneID:734679,XB-GENE-17333812
A0A1L8HHT4,XP_041437044.1,XM_041581110.1,GeneID:734679,XB-GENE-17333812
A0A1L8I0L2,XP_018100813.1,XM_018245324.2,GeneID:444265,XB-GENE-949244
B3DLM4,XP_018100815.1,XM_018245326.2,GeneID:734738,NA
A0A1L8HD03,XP_018100819.1,XM_018245330.2,GeneID:734825,XB-GENE-17336220
A0A8J0UBC4,XP_018100820.1,XM_018245331.2,GeneID:734825,XB-GENE-17336220
A0A1L8HES5,XP_018100826.1,XM_018245337.2,GeneID:734896,XB-GENE-994612
A0A1L8HBP1,XP_041437051.1,XM_041581117.1,GeneID:734910,XB-GENE-5940715
A0A8J0UBC8,XP_018100831.1,XM_018245342.2,GeneID:734927,XB-GENE-994994
A0A1L8HHN4,XP_018100832.1,XM_018245343.2,GeneID:734952,XB-GENE-865192
A0A8J0UF82,XP_018100833.1,XM_018245344.2,GeneID:734952,XB-GENE-865192
A0A8J0UCK5,XP_018100834.1,XM_018245345.2,GeneID:735011,XB-GENE-952694
A0A1L8I3C7,XP_018100845.1,XM_018245356.2,GeneID:444304,XB-GENE-6255407
A0A8J0UBD3,XP_018100840.1,XM_018245351.2,GeneID:735098,XB-GENE-944019
A0A8J0UCN0,XP_018100842.1,XM_018245353.2,GeneID:735098,XB-GENE-944019
A0A8J0UBD8,XP_018100846.1,XM_018245357.1,GeneID:735146,XB-GENE-1015887
A0A8J0UCN5,XP_018100848.1,XM_018245359.2,GeneID:735242,XB-GENE-866415
A0A1L8HFR1,XP_018100851.1,XM_018245362.2,GeneID:735242,XB-GENE-866415
A0PCL5,XP_018100852.1,XM_018245363.2,GeneID:779086,XB-GENE-996582
A0A1L8HFD2,XP_018100854.1,XM_018245365.2,GeneID:779158,XB-GENE-979131
A0A8J0UCM1,XP_018100857.2,XM_018245368.2,GeneID:779205,XB-GENE-5878737
A0A1L8HF11,XP_018100859.1,XM_018245370.2,GeneID:779220,XB-GENE-5848682
A0A1L8I1W6,XP_018100860.1,XM_018245371.2,GeneID:444310,XB-GENE-865661
A0A8J0UFA1,XP_018100861.1,XM_018245372.2,GeneID:779220,XB-GENE-5848682
A0A8J0UCM5,XP_018100862.1,XM_018245373.2,GeneID:779220,XB-GENE-5848682
A0A1L8HJX8,XP_018100863.1,XM_018245374.2,GeneID:779229,XB-GENE-6252797
A0A1L8HHZ6,XP_041437064.1,XM_041581130.1,GeneID:779247,NA
A0A1L8HCS1,XP_018100869.1,XM_018245380.2,GeneID:779256,XB-GENE-950291
A0A1L8HBZ0,XP_018100873.1,XM_018245384.2,GeneID:779317,XB-GENE-17345905
A0A8J0UCQ3,XP_018100874.1,XM_018245385.2,GeneID:779390,XB-GENE-956920
A0A8J0UFB0,XP_018100877.1,XM_018245388.2,GeneID:779415,XB-GENE-979642
A0A1L8HGB0,XP_018100878.1,XM_018245389.2,GeneID:779441,XB-GENE-6252181
A0A8J0U4H1,XP_018100892.1,XM_018245403.2,GeneID:108707391,XB-GENE-22065589
A0A8J0UBG2,XP_018100896.2,XM_018245407.2,GeneID:108707395,NA
A0A8J0UCQ8,XP_018100897.2,XM_018245408.2,GeneID:108707396,NA
A0A1L8HCH9,XP_018100914.1,XM_018245425.2,GeneID:108707414,XB-GENE-17342969
A0A1L8HCQ4,XP_018100922.1,XM_018245433.1,GeneID:108707422,XB-GENE-22166253
A0A1L8HCQ0,XP_018100924.1,XM_018245435.1,GeneID:108707424,XB-GENE-22166261
A0A8J0UBG5,XP_018100925.2,XM_018245436.2,GeneID:108707425,NA
A0A1L8HCN0,XP_018100926.2,XM_018245437.2,GeneID:108707426,XB-GENE-17340934
A0A1L8HCX4,XP_018100930.2,XM_018245441.2,GeneID:108707431,NA
A0A1L8HCX9,XP_018100934.1,XM_018245445.2,GeneID:108707435,XB-GENE-17344447
A0A8J0U4I0,XP_018100937.1,XM_018245448.2,GeneID:100127262,XB-GENE-6252765
A0A8J0UBH0,XP_018100940.2,XM_018245451.2,GeneID:108707442,XB-GENE-6485634
A0A1L8HDC2,XP_018100941.2,XM_018245452.2,GeneID:108707444,XB-GENE-17330510
A0A8J0UFC4,XP_018100945.2,XM_018245456.2,GeneID:108707450,XB-GENE-17332846
A0A1L8HWS0,XP_018100946.1,XM_018245457.1,GeneID:444447,XB-GENE-865452
A0A1L8HDH8,XP_018100947.2,XM_018245458.2,GeneID:108707451,NA
A0A1L8HDK8,XP_018100949.1,XM_018245460.2,GeneID:108707453,XB-GENE-17331481
A0A8J0UCR9,XP_018100955.1,XM_018245466.2,GeneID:108707462,NA
A0A1L8HE04,XP_018100956.2,XM_018245467.2,GeneID:108707463,NA
A0A1L8HDX3,XP_018100957.1,XM_018245468.2,GeneID:108707464,NA
A0A8J0U4I9,XP_018100958.2,XM_018245469.2,GeneID:108707465,NA
A0A1L8HE11,XP_018100960.2,XM_018245471.2,GeneID:108707466,NA
A0A1L8HDY9,XP_018100961.1,XM_018245472.2,GeneID:108707467,XB-GENE-17341618
A0A1L8I0U4,XP_018100969.1,XM_018245480.2,GeneID:444479,XB-GENE-5833348
A0A8J0UCR6,XP_018100970.2,XM_018245481.2,GeneID:108707477,NA
A0A8J0U4J4,XP_018100971.1,XM_018245482.2,GeneID:108707480,NA
A0A8J0UBI3,XP_018100972.1,XM_018245483.2,GeneID:444479,XB-GENE-5833348
A0A8J0UCS9,XP_018100973.1,XM_018245484.2,GeneID:399226,XB-GENE-486879
A0A1L8HEK3,XP_018100978.2,XM_018245489.2,GeneID:108707488,XB-GENE-6488007
A0A8J0UCS1,XP_018100981.2,XM_018245492.2,GeneID:108707492,NA
A0A1L8HF37,XP_018100983.1,XM_018245494.2,GeneID:108707495,NA
A0A8J1M8J3,XP_041438026.1,XM_041582092.1,GeneID:108707497,XB-GENE-6485994
A0A8J0UCT4,XP_018100988.2,XM_018245499.2,GeneID:108707501,NA
A0A8J0UFE3,XP_018100993.2,XM_018245504.2,GeneID:108707508,NA
A0A8J0UBJ6,XP_041436475.1,XM_041580541.1,GeneID:444525,XB-GENE-17341853
A0A1L8HGG0,XP_018101009.1,XM_018245520.2,GeneID:108707522,XB-GENE-17330602
A0A1L8HGH7,XP_018101012.1,XM_018245523.2,GeneID:108707526,NA
A0A1L8HGU6,XP_018101016.2,XM_018245527.2,GeneID:108707532,XB-GENE-17343514
A0A1L8HGT3,XP_018101017.2,XM_018245528.2,GeneID:108707533,XB-GENE-17335063
A0A1L8HH93,XP_018101020.1,XM_018245531.2,GeneID:108707535,NA
A0A8J0UFF3,XP_018101021.1,XM_018245532.2,GeneID:108707536,XB-GENE-6487232
A0A1L8HHM1,XP_018101025.1,XM_018245536.2,GeneID:108707542,XB-GENE-17331112
A0A8J0U4L1,XP_018101026.1,XM_018245537.1,GeneID:108707543,NA
A0A1L8HHK7,XP_018101027.1,XM_018245538.2,GeneID:108707544,XB-GENE-17338989
A0A8J0UCV1,XP_018101028.2,XM_018245539.2,GeneID:398640,XB-GENE-966323
A0A8J0UFG1,XP_018101030.1,XM_018245541.2,GeneID:108707546,NA
A0A8J0UCU2,XP_018101033.2,XM_018245544.2,GeneID:108707549,NA
A0A1L8HIF2,XP_018101035.2,XM_018245546.2,GeneID:108707551,XB-GENE-22064321
A0A8J0UBK5,XP_018101036.1,XM_018245547.2,GeneID:108707552,XB-GENE-22063206
A0A1L8HIB4,XP_018101039.2,XM_018245550.2,GeneID:108707554,XB-GENE-22065221
A0A8J0UFG6,XP_018101042.1,XM_018245553.2,GeneID:108707557,XB-GENE-17339984
A0A1L8HIL0,XP_018101043.1,XM_018245554.2,GeneID:108707558,XB-GENE-22060989
A0A8J0U4M2,XP_018101044.1,XM_018245555.2,GeneID:108707559,XB-GENE-22060985
A0A8J0UBL0,XP_018101045.1,XM_018245556.2,GeneID:444532,XB-GENE-5793357
A0A1L8HIM2,XP_018101046.1,XM_018245557.1,GeneID:108707560,XB-GENE-6077763
A0A8J0UFH1,XP_018101047.1,XM_018245558.2,GeneID:108707562,NA
A0A8J0UCV2,XP_018101052.2,XM_018245563.2,GeneID:108707568,NA
A0A1L8I0F5,XP_018101053.1,XM_018245564.2,GeneID:100127302,XB-GENE-1193661
A0A1L8HJI0,XP_018101060.1,XM_018245571.2,GeneID:108707577,NA
A0A8J0UCW5,XP_018101062.2,XM_018245573.2,GeneID:108707579,NA
A0A8J0UFH6,XP_018101072.2,XM_018245583.2,GeneID:108707591,XB-GENE-22167956
A0A8J0UCV7,XP_018101073.2,XM_018245584.2,GeneID:108707592,XB-GENE-22167964
A0A1L8HJM0,XP_018101074.2,XM_018245585.2,GeneID:108707593,NA
A0A8J0UBL9,XP_018101076.2,XM_018245587.2,GeneID:108707596,XB-GENE-17339367
A0A1L8HJN0,XP_018101077.1,XM_018245588.1,GeneID:108707597,NA
A0A8J0UFI1,XP_018101078.1,XM_018245589.2,GeneID:108707598,NA
A0A1L8HJL6,XP_018101082.1,XM_018245593.2,GeneID:108707603,NA
A0A8J0U4N7,XP_041436525.1,XM_041580591.1,GeneID:444591,XB-GENE-1011554
A0A8J0UBM3,XP_018101095.2,XM_018245606.2,GeneID:108707615,NA
A0A1L8HJZ3,XP_018101096.1,XM_018245607.1,GeneID:108707616,NA
A0A8J0UFI6,XP_018101097.1,XM_018245608.1,GeneID:108707619,NA
A0A1L8HK05,XP_018101098.2,XM_018245609.2,GeneID:108707620,NA
A0A1L8HJX4,XP_018101099.1,XM_018245610.2,GeneID:108707621,NA
A0A8J0UBM8,XP_018101103.1,XM_018245614.2,GeneID:108707624,NA
A0A8J0UCX8,XP_018101106.1,XM_018245617.2,GeneID:444591,XB-GENE-1011554
A0A1L8HJY5,XP_018101113.1,XM_018245624.2,GeneID:108707631,XB-GENE-17335474
A0A1L8HK25,XP_018101115.1,XM_018245626.2,GeneID:108707632,XB-GENE-6487166
A0A8J1MCD2,XP_041438745.1,XM_041582811.1,GeneID:108707633,XB-GENE-17341305
A0A8J0UFJ9,XP_041438754.1,XM_041582820.1,GeneID:108707634,NA
A0A1L8HJZ9,XP_018101122.1,XM_018245633.2,GeneID:108707636,XB-GENE-17338743
A0A8J0UBN8,XP_018101123.1,XM_018245634.2,GeneID:108707636,XB-GENE-17338743
A0A1L8HJX6,XP_018101124.1,XM_018245635.2,GeneID:108707637,NA
A0A8J0UFK4,XP_018101125.1,XM_018245636.2,GeneID:108707637,NA
A0A8J0UCY5,XP_018101126.1,XM_018245637.2,GeneID:108707637,NA
A0A1L8HK13,XP_018101127.1,XM_018245638.2,GeneID:108707638,XB-GENE-17338285
A0A8J0UFK9,XP_018101130.1,XM_018245641.2,GeneID:108707639,NA
A0A1L8HJZ4,XP_018101131.2,XM_018245642.2,GeneID:108707640,NA
A0A8J0U4R2,XP_018101132.2,XM_018245643.2,GeneID:108707641,NA
A0A1L8HK02,XP_018101135.1,XM_018245646.2,GeneID:108707644,XB-GENE-17345179
A0A8J0UCZ6,XP_018101140.1,XM_018245651.2,GeneID:108707646,XB-GENE-17345111
A0A8J0UFL4,XP_018101141.1,XM_018245652.2,GeneID:108707646,XB-GENE-17345111
A0A1L8HJX7,XP_018101142.1,XM_018245653.2,GeneID:108707647,NA
A0A1L8HJY1,XP_018101143.1,XM_018245654.2,GeneID:108707648,NA
A0A1L8HBY7,XP_018101147.1,XM_018245658.2,GeneID:108707654,NA
A0A1L8HC15,XP_018101148.1,XM_018245659.2,GeneID:108707655,NA
A0A1L8HBZ1,XP_018101149.1,XM_018245660.2,GeneID:108707656,NA
A0A1L8HC57,XP_018101150.2,XM_018245661.2,GeneID:108707657,NA
A0A8J0UBQ8,XP_018101151.2,XM_018245662.2,GeneID:108707658,XB-GENE-17342971
A0A1L8HCF5,XP_041437474.1,XM_041581540.1,GeneID:108707659,XB-GENE-17342397
A0A1L8HCL8,XP_018101154.1,XM_018245665.2,GeneID:108707662,XB-GENE-17330048
A0A1L8HCU4,XP_018101156.1,XM_018245667.2,GeneID:108707665,XB-GENE-17345471
A0A1L8HCZ4,XP_018101158.1,XM_018245669.2,GeneID:108707668,XB-GENE-6489026
A0A8J0UBR2,XP_018101159.2,XM_018245670.2,GeneID:108707669,XB-GENE-17344070
A0A1L8HD43,XP_018101161.1,XM_018245672.2,GeneID:108707670,XB-GENE-18005741
A0A8J0UFM7,XP_018101163.2,XM_018245674.2,GeneID:108707673,NA
A0A8J0UD09,XP_018101164.2,XM_018245675.2,GeneID:108707675,NA
A0A8J0U4S8,XP_018101167.2,XM_018245678.2,GeneID:108707680,NA
A0A1L8HDQ3,XP_018101168.1,XM_018245679.2,GeneID:108707681,XB-GENE-17345572
A0A1L8HDQ7,XP_018101169.1,XM_018245680.2,GeneID:108707682,XB-GENE-6487179
A0A8J0UFN2,XP_018101172.2,XM_018245683.2,GeneID:108707684,NA
A0A1L8HDX7,XP_018101173.1,XM_018245684.2,GeneID:108707685,XB-GENE-17344177
A0A1L8HU14,XP_018101175.1,XM_018245686.2,GeneID:444679,XB-GENE-1008656
A0A1L8HDV2,XP_018101180.1,XM_018245691.2,GeneID:108707686,NA
A0A1L8HDX9,XP_041437812.1,XM_041581878.1,GeneID:108707687,NA
A0A8J0UFN6,XP_018101183.1,XM_018245694.2,GeneID:444679,XB-GENE-1008656
A0A1L8HDY6,XP_018101184.1,XM_018245695.2,GeneID:108707690,XB-GENE-17340045
A0A1L8HE20,XP_018101188.1,XM_018245699.2,GeneID:108707696,XB-GENE-17330241
A0A1L8HE65,XP_018101190.1,XM_018245701.2,GeneID:108707699,XB-GENE-17334143
A0A8J0UD26,XP_018101191.1,XM_018245702.2,GeneID:108707700,XB-GENE-17336569
A0A1L8HEM6,XP_018101192.1,XM_018245703.2,GeneID:108707701,XB-GENE-17340734
A0A1L8HER6,XP_018101193.1,XM_018245704.2,GeneID:108707703,XB-GENE-17334709
A0A1L8HEZ9,XP_018101195.1,XM_018245706.2,GeneID:108708181,XB-GENE-22169678
A0A8J0UBT1,XP_018101197.1,XM_018245708.2,GeneID:108707709,NA
A0A1L8HFG7,XP_018101199.2,XM_018245710.2,GeneID:108707715,XB-GENE-17339969
A0A1L8HFE7,XP_018101200.1,XM_018245711.2,GeneID:108707716,NA
A0A8J0U4U9,XP_018101201.1,XM_018245712.2,GeneID:444705,XB-GENE-5742072
A0A1L8HG22,XP_018101203.1,XM_018245714.2,GeneID:108707722,XB-GENE-22168634
A0A1L8HGC7,XP_018101204.1,XM_018245715.2,GeneID:108707725,XB-GENE-17338688
A0A1L8HGR1,XP_018101205.1,XM_018245716.2,GeneID:108707728,NA
A0A1L8HGT1,XP_018101206.1,XM_018245717.2,GeneID:108707730,NA
A0A1L8HGX8,XP_018101207.1,XM_018245718.2,GeneID:443726,XB-GENE-17340986
A0A1L8HH14,XP_018101208.1,XM_018245719.2,GeneID:108707732,XB-GENE-6488180
A0A1L8HH83,XP_018101209.1,XM_018245720.2,GeneID:108707733,NA
A0A8J0UFQ8,XP_018101210.2,XM_018245721.2,GeneID:108707736,NA
A0A1L8HI52,XP_018101211.1,XM_018245722.2,GeneID:108707740,XB-GENE-6488160
A0A8J0U4V9,XP_018101212.1,XM_018245723.2,GeneID:108707741,NA
A0A8J0UBU4,XP_018101213.2,XM_018245724.2,GeneID:108707742,XB-GENE-17334941
A0A1L8HIA3,XP_018101215.1,XM_018245726.2,GeneID:108707743,XB-GENE-22065205
A0A1L8HIJ5,XP_018101218.1,XM_018245729.2,GeneID:108707747,XB-GENE-17341715
A0A1L8HIL5,XP_018101220.1,XM_018245731.2,GeneID:108707749,NA
A0A1L8HIL4,XP_018101221.1,XM_018245732.2,GeneID:108707750,XB-GENE-17344354
A0A1L8HIP7,XP_018101222.1,XM_018245733.2,GeneID:108707753,XB-GENE-17332032
A0A1L8HIS6,XP_018101223.1,XM_018245734.2,GeneID:108707754,NA
A0A1L8HIZ4,XP_041438571.1,XM_041582637.1,GeneID:108707758,XB-GENE-17336255
A0A1L8HIY5,XP_018101226.1,XM_018245737.2,GeneID:108707759,XB-GENE-17346133
A0A1L8HIX7,XP_018101227.1,XM_018245738.2,GeneID:108707760,XB-GENE-17333941
A0A8J0UFS1,XP_018101229.2,XM_018245740.2,GeneID:108707761,XB-GENE-17336698
A0A1L8HJ46,XP_018101230.1,XM_018245741.2,GeneID:108707762,XB-GENE-17347050
A0A8J0U4X4,XP_018101231.2,XM_018245742.2,GeneID:108707763,NA
A0A8J0UBV7,XP_018101232.2,XM_018245743.2,GeneID:108707764,NA
A0A8J0UD57,XP_018101233.2,XM_018245744.2,GeneID:108707765,NA
A0A8J0UFS6,XP_018101235.2,XM_018245746.2,GeneID:108707767,NA
A0A8J0UD59,XP_018101238.2,XM_018245749.2,GeneID:108707770,XB-GENE-17343398
A0A8J0U4X9,XP_018101239.2,XM_018245750.2,GeneID:108707771,NA
A0A1L8HBX4,XP_018101242.1,XM_018245753.2,GeneID:108707775,NA
A0A8J0UD62,XP_018101243.1,XM_018245754.2,GeneID:108707776,NA
A0A8J0UFT0,XP_018101244.1,XM_018245755.2,GeneID:108707777,XB-GENE-6485670
A0A1L8HBN6,XP_018101245.1,XM_018245756.2,GeneID:108707777,XB-GENE-6485670
A0A8J0U4Y4,XP_018101246.1,XM_018245757.2,GeneID:108707778,NA
A0A8J0UBW5,XP_018101249.1,XM_018245760.2,GeneID:108707780,NA
A0A1L8HBQ2,XP_041437308.1,XM_041581374.1,GeneID:108707783,NA
A0A8J0UFT6,XP_018101252.2,XM_018245763.2,GeneID:108707784,NA
A0A8J0UD69,XP_018101253.1,XM_018245764.1,GeneID:444742,XB-GENE-5727812
A0A1L8HBQ9,XP_018101256.1,XM_018245767.2,GeneID:108707788,NA
A0A1L8HBP6,XP_018101257.1,XM_018245768.2,GeneID:108707789,XB-GENE-17333526
A0A8J0UD72,XP_018101258.1,XM_018245769.2,GeneID:108707790,NA
A0A1L8HBS2,XP_018101261.1,XM_018245772.2,GeneID:108707791,NA
A0A1L8HBR2,XP_018101262.1,XM_018245773.2,GeneID:108707792,XB-GENE-6488833
A0A1L8HBW8,XP_018101263.1,XM_018245774.2,GeneID:108707793,XB-GENE-6487291
A0A8J1M8F3,XP_041437315.1,XM_041581381.1,GeneID:108707794,NA
A0A8J0UFU5,XP_018101267.1,XM_018245778.2,GeneID:108707794,NA
A0A1L8HC20,XP_018101269.1,XM_018245780.2,GeneID:108707795,NA
A0A1L8HBS4,XP_018101270.1,XM_018245781.2,GeneID:398470,NA
A0A8J0UBY1,XP_018101271.1,XM_018245782.2,GeneID:444755,XB-GENE-6077880
A0A1L8HBR7,XP_018101273.1,XM_018245784.2,GeneID:108707796,XB-GENE-17336541
A0A8J0UD84,XP_018101276.1,XM_018245787.2,GeneID:108707798,XB-GENE-17330940
A0A8J0U505,XP_018101278.1,XM_018245789.2,GeneID:108707798,XB-GENE-17330940
A0A1L8HBU7,XP_018101279.1,XM_018245790.2,GeneID:108707799,XB-GENE-6487175
A0A0U2V9A5,XP_018101281.1,XM_018245792.2,GeneID:101027289,XB-GENE-17345750
A0A8J0UFV4,XP_018101284.1,XM_018245795.2,GeneID:108707800,XB-GENE-17335574
A0A1L8HBU3,XP_018101286.1,XM_018245797.2,GeneID:108707802,XB-GENE-6487789
A0A8J0U510,XP_018101288.1,XM_018245799.1,GeneID:108707803,NA
A0A1L8HBZ9,XP_018101289.1,XM_018245800.2,GeneID:108707805,XB-GENE-17334120
A0A8J0UD91,XP_018101290.1,XM_018245801.2,GeneID:108707805,XB-GENE-17334120
A0A8J0UFW0,XP_018101292.1,XM_018245803.2,GeneID:108707806,NA
A0A1L8HBW6,XP_018101293.1,XM_018245804.2,GeneID:108707806,NA
A0A8J0U515,XP_018101295.1,XM_018245806.2,GeneID:108707807,XB-GENE-6485972
A0A8J0UBZ6,XP_018101296.1,XM_018245807.2,GeneID:108707808,XB-GENE-6489034
A0A1L8HBX8,XP_041437342.1,XM_041581408.1,GeneID:108707809,XB-GENE-17341615
A0A1L8HC07,XP_018101298.1,XM_018245809.1,GeneID:108707810,XB-GENE-17345975
A0A8J0UD99,XP_018101299.1,XM_018245810.2,GeneID:108707810,XB-GENE-17345975
A0A8J0U521,XP_018101300.1,XM_018245811.2,GeneID:108707811,NA
A0A1L8HBW3,XP_041437349.1,XM_041581415.1,GeneID:108707813,XB-GENE-17333075
A0A1L8HBZ3,XP_018101303.1,XM_018245814.2,GeneID:108707814,XB-GENE-17335933
A0A1L8HC13,XP_018101304.1,XM_018245815.2,GeneID:108707815,NA
A0A1L8HC32,XP_018101305.1,XM_018245816.2,GeneID:108707815,NA
A0A1L8HBY4,XP_018101306.1,XM_018245817.2,GeneID:108707817,NA
A0A1L8HC05,XP_018101309.1,XM_018245820.2,GeneID:108707818,NA
A0A1L8HBZ6,XP_018101310.1,XM_018245821.2,GeneID:108707819,XB-GENE-6487003
A0A1L8HC24,XP_018101313.1,XM_018245824.2,GeneID:100381021,XB-GENE-5844173
A0A1L8HC17,XP_041437353.1,XM_041581419.1,GeneID:108707820,XB-GENE-17332956
A0A8J0UDB1,XP_018101316.2,XM_018245827.2,GeneID:108707821,NA
A0A1L8HCA9,XP_018101317.1,XM_018245828.1,GeneID:398638,XB-GENE-17337290
Q7SYP7,XP_018101319.1,XM_018245830.2,GeneID:398638,XB-GENE-17337290
A0A8J0UC15,XP_018101320.1,XM_018245831.2,GeneID:108707822,XB-GENE-17334122
A0A8J0UDB5,XP_018101321.1,XM_018245832.2,GeneID:108707822,XB-GENE-17334122
A0A1L8HC16,XP_041437356.1,XM_041581422.1,GeneID:108707823,XB-GENE-17342416
A0A1L8HC47,XP_018101327.1,XM_018245838.2,GeneID:108707825,XB-GENE-6487552
A0A8J0UC19,XP_018101328.1,XM_018245839.2,GeneID:779060,XB-GENE-17345040
A0A8J0UDC1,XP_018101329.1,XM_018245840.2,GeneID:779060,XB-GENE-17345040
A0A1L8HC31,XP_018101331.1,XM_018245842.2,GeneID:779060,XB-GENE-17345040
A0A8J0U548,XP_018101332.1,XM_018245843.2,GeneID:779060,XB-GENE-17345040
A0A8J0UC24,XP_018101333.1,XM_018245844.2,GeneID:108707826,XB-GENE-6489180
A0A8J0UFZ4,XP_018101335.1,XM_018245846.2,GeneID:108707827,XB-GENE-6486322
A0A8J0UDC9,XP_018101336.1,XM_018245847.2,GeneID:108707827,XB-GENE-6486322
A0A8J0U555,XP_018101337.2,XM_018245848.2,GeneID:108707828,NA
A0A1L8HC14,XP_018101338.2,XM_018245849.2,GeneID:108707828,NA
A0A1L8HC40,XP_018101339.1,XM_018245850.2,GeneID:108707829,XB-GENE-22065635
A0A8J0UFZ9,XP_018101340.1,XM_018245851.2,GeneID:108707831,XB-GENE-22065643
A0A1L8HC65,XP_018101344.2,XM_018245855.2,GeneID:108707832,NA
A0A1L8HC78,XP_018101346.1,XM_018245857.2,GeneID:108707833,NA
A0A8J0UC35,XP_018101347.2,XM_018245858.2,GeneID:108707834,NA
A0A8J0UDD3,XP_018101348.1,XM_018245859.2,GeneID:108707835,NA
A0A8J0UG04,XP_018101349.1,XM_018245860.2,GeneID:108707835,NA
A0A8J0UDE2,XP_018101351.1,XM_018245862.2,GeneID:108707837,NA
A0A8J0U566,XP_018101352.2,XM_018245863.2,GeneID:108707838,NA
A0A8J0UC39,XP_018101353.1,XM_018245864.2,GeneID:108707839,XB-GENE-17344922
A0A1L8HCA1,XP_018101355.1,XM_018245866.2,GeneID:108707840,XB-GENE-6488295
A0A1L8HC88,XP_041437384.1,XM_041581450.1,GeneID:108707841,XB-GENE-17341723
A0A1L8HC71,XP_018101358.1,XM_018245869.2,GeneID:108707842,XB-GENE-17330647
A0A1L8HCA2,XP_018101359.1,XM_018245870.2,GeneID:108707845,XB-GENE-6488847
A0A8J0UDE3,XP_018101362.2,XM_018245873.2,GeneID:108707848,NA
A0A1L8HCB8,XP_018101363.1,XM_018245874.1,GeneID:108707849,XB-GENE-6488455
A0A8J0UDF1,XP_018101364.1,XM_018245875.2,GeneID:108707849,XB-GENE-6488455
A0A1L8HCD6,XP_041437446.1,XM_041581512.1,GeneID:108707850,XB-GENE-6485641
A0A8J0UDE7,XP_018101369.1,XM_018245880.2,GeneID:108707851,XB-GENE-6485864
A0A1L8HC76,XP_018101370.1,XM_018245881.2,GeneID:108707851,XB-GENE-6485864
A0A8J0UDF6,XP_018101371.1,XM_018245882.2,GeneID:108707851,XB-GENE-6485864
A0A1L8HCA0,XP_018101373.1,XM_018245884.2,GeneID:108707852,XB-GENE-22065908
A0A8J0UC52,XP_018101374.1,XM_018245885.2,GeneID:444833,XB-GENE-6254160
A0A8J1M6X7,XP_041437457.1,XM_041581523.1,GeneID:108707853,XB-GENE-22065956
A0A8J0UG22,XP_018101377.1,XM_018245888.2,GeneID:108707856,XB-GENE-6487792
A0A1L8HCE6,XP_018101378.1,XM_018245889.2,GeneID:108707856,XB-GENE-6487792
A0A1L8HCE1,XP_018101381.1,XM_018245892.2,GeneID:108707857,XB-GENE-6488564
A0A1L8HCN1,XP_018101383.1,XM_018245894.2,GeneID:108707858,NA
A0A1L8HCE8,XP_041437479.1,XM_041581545.1,GeneID:108707859,XB-GENE-17333050
A0A1L8HCI5,XP_018101387.1,XM_018245898.2,GeneID:108707860,XB-GENE-6487083
A0A8J0UDG6,XP_018101388.1,XM_018245899.1,GeneID:108707860,XB-GENE-6487083
A0A8J0U592,XP_041437481.1,XM_041581547.1,GeneID:108707860,XB-GENE-6487083
A0A1L8HCG6,XP_041437482.1,XM_041581548.1,GeneID:108707861,XB-GENE-17330965
A0A8J0UG33,XP_018101397.1,XM_018245908.2,GeneID:108707862,XB-GENE-17340114
A0A8J0UDH1,XP_018101398.1,XM_018245909.2,GeneID:108707862,XB-GENE-17340114
A0A1L8HCG5,XP_018101399.1,XM_018245910.2,GeneID:108707863,XB-GENE-17340682
A0A1L8HCI9,XP_018101400.1,XM_018245911.2,GeneID:108707864,NA
A0A8J0UDG8,XP_018101401.1,XM_018245912.2,GeneID:108707864,NA
A0A8J0UG38,XP_018101402.1,XM_018245913.2,GeneID:108707864,NA
A0A8J0UDH7,XP_018101403.1,XM_018245914.2,GeneID:108707864,NA
A0A1L8HCG3,XP_018101404.2,XM_018245915.2,GeneID:108707865,NA
A0A1L8HCI6,XP_018101405.2,XM_018245916.2,GeneID:108707866,XB-GENE-22069488
