GeneID:735223	XB-GENE-478088	tbx1.L	T-box 1 L homeolog
GeneID:108703184	XB-GENE-17343210	spsb3.S	splA/ryanodine receptor domain and SOCS box containing 3 S homeolog
GeneID:108718326	XB-GENE-17343211	dpysl5.S	dihydropyrimidinase like 5 S homeolog
NA	XB-GENE-17343212	xkr8.L	X-linked Kx blood group related 8 L homeolog
GeneID:108707067	XB-GENE-17343213	gas2l1.S	growth arrest specific 2 like 1 S homeolog
NA	XB-GENE-17343214	tomm70.L	to translocase of outer mitochondrial membrane 70 L homeolog
GeneID:108717340	XB-GENE-17343215	sema6a.L	semaphorin 6A L homeolog
GeneID:108698292	XB-GENE-17343216	cav3.2.L	caveolin 3, gene 2 L homeolog
NA	XB-GENE-17343217	sirt2.L	sirtuin 2 L homeolog
NA	XB-GENE-17343218	abcc1.S	ATP binding cassette subfamily C member 1 S homeolog
NA	XB-GENE-17343219	XB5730115.S [provisional]	uncharacterized XB5730115 S homeolog
NA	XB-GENE-17343220	tpd52l1.S	tumor protein D52 like 1 S homeolog
GeneID:108707127	XB-GENE-17343221	ydjc.S	YdjC chitooligosaccharide deacetylase homolog homeolog
NA	XB-GENE-17343222	xrcc3.S	X-ray repair complementing defective repair in Chinese hamster cells 3 S homeolog
NA	XB-GENE-17343223	rps29.L	ribosomal protein S29 L homeolog
GeneID:108709008	XB-GENE-17343224	krt59.S	keratin 59 S homeolog
GeneID:108695570	XB-GENE-17343225	carmil3.L	capping protein regulator and myosin 1 linker 3 L homeolog
GeneID:379294	XB-GENE-17343226	pcdhga3.L	protocadherin gamma subfamily A, 3 L homeolog
GeneID:108713300	XB-GENE-17343227	pcdhga3.S	protocadherin gamma subfamily A, 3 S homeolog
NA	XB-GENE-17343228	c1d.S	C1D nuclear receptor corepressor S homeolog
NA	XB-GENE-17343229	mhc1-uaa.S	major histocompatibility complex, class I, UA alpha chain S homeolog
GeneID:108698868	XB-GENE-17343230	prrc2b.L	proline-rich coiled-coil 2B L homeolog
GeneID:108704153	XB-GENE-17343231	nr0b2.L	nuclear receptor subfamily 0 group B member 2 L homeolog
GeneID:108717989	XB-GENE-17343232	nr0b2.S	nuclear receptor subfamily 0 group B member 2 S homeolog
GeneID:108716942	XB-GENE-17343233	vwa5b2.L	von Willebrand factor A domain containing 5B2 L homeolog
NA	XB-GENE-17343234	vwa5b2.S	von Willebrand factor A domain containing 5B2 S homeolog
NA	XB-GENE-17343235	tbc1d10b.S	TBC1 domain family member 10B S homeolog
GeneID:108709506	XB-GENE-17343236	lhx1.S	LIM homeobox 1 S homeolog
GeneID:494725	XB-GENE-17343237	nudc.S	nudC nuclear distribution protein S homeolog
GeneID:108708357	XB-GENE-17343238	ube2g1.L	ubiquitin conjugating enzyme E2 G1 L homeolog
GeneID:108701281	XB-GENE-17343239	ccnt2.L	cyclin T2 L homeolog
GeneID:108699165	XB-GENE-17343240	ubap2l.L	ubiquitin associated protein 2 like L homeolog
GeneID:108704543	XB-GENE-17343241	dstyk.L	dual serine/threonine and tyrosine protein kinase L homeolog
GeneID:108706870	XB-GENE-17343242	jsrp1.S	junctional sarcoplasmic reticulum protein 1 S homeolog
GeneID:108717694	XB-GENE-17343243	cnih4.S	cornichon family AMPA receptor auxiliary protein 4 S homeolog
GeneID:108696344	XB-GENE-17343244	drgx.L	dorsal root ganglia homeobox L homeolog
GeneID:108697529	XB-GENE-17343245	drgx.S	dorsal root ganglia homeobox S homeolog
NA	XB-GENE-17343246	pot1.S	protection of telomeres 1 S homeolog
NA	XB-GENE-17343247	ssna1.S	Sjogren syndrome nuclear autoantigen 1 S homeolog
NA	XB-GENE-17343248	tmem234.S	transmembrane protein 234 S homeolog
GeneID:733432	XB-GENE-17343249	wbp2.S	WW domain binding protein 2 S homeolog
GeneID:108703186	XB-GENE-17343250	pigq.S	phosphatidylinositol glycan anchor biosynthesis class Q S homeolog
NA	XB-GENE-17343251	tmem161b.S	transmembrane protein 161B S homeolog
NA	XB-GENE-17343252	tbpl2.S	TATA-box binding protein like 2 S homeolog
GeneID:108705310	XB-GENE-17343253	pals2.L	protein associated with LIN7 2, MAGUK p55 family member L homeolog
GeneID:398633	XB-GENE-17343254	ssr4.S	signal sequence receptor, delta S homeolog
GeneID:108710240	XB-GENE-17343255	tifa.L	TRAF-interacting protein with forkhead-associated domain L homeolog
NA	XB-GENE-17343256	katna1.L	katanin p60 (ATPase containing) subunit A 1 L homeolog
NA	XB-GENE-17343257	dffa.S	DNA fragmentation factor, 45kDa, alpha polypeptide S homeolog
GeneID:108713276	XB-GENE-17343258	rad50.S	RAD50 homolog, double strand break repair protein S homeolog
GeneID:108708289	XB-GENE-17343259	bcas3.L	breast carcinoma amplified sequence 3 L homeolog
GeneID:108709611	XB-GENE-17343260	bcas3.S	breast carcinoma amplified sequence 3 S homeolog
GeneID:733428	XB-GENE-17343261	cibar1.S	CBY1 interacting BAR domain containing 1 S homeolog
NA	XB-GENE-17343262	ly6g6c.S	llymphocyte antigen 6 family member G6CS homeolog
GeneID:108698554	XB-GENE-17343263	trmt9b.L	tRNA methyltransferase 9B (putative) L homeolog
NA	XB-GENE-17343264	mvb12a.S	multivesicular body subunit 12A S homeolog
NA	XB-GENE-17343265	slc35b4.S	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4 S homeolog
GeneID:495170	XB-GENE-17343266	nmrk2.L	nicotinamide riboside kinase 2 L homeolog
GeneID:108712992	XB-GENE-17343267	myo9a.S	myosin 9a S homeolog
NA	XB-GENE-17343268	ifit5.S (provisional)	interferon induced protein with tetratricopeptide repeats 5 S homeolog (provisional)
GeneID:108716223	XB-GENE-17343269	farp2.L	FERM, ARH/RhoGEF and pleckstrin domain protein 2 L homeolog
NA	XB-GENE-17343270	nip7.S	NIP7, nucleolar pre-rRNA processing protein S homeolog
GeneID:494638	XB-GENE-17343271	plin2.S	perilipin 2 S homeolog
GeneID:101027265	XB-GENE-17343272	sctr.L	secretin receptor L homeolog
GeneID:398747	XB-GENE-17343273	st3gal8.S	ST3 beta-galactoside alpha-2,3-sialyltransferase 8 S homeolog
GeneID:108712573	XB-GENE-17343274	dcp1b.S	decapping mRNA 1B S homeolog
NA	XB-GENE-17343275	mrps26.S	mitochondrial ribosomal protein S26 S homeolog
GeneID:100036826	XB-GENE-17343276	vat1.S	vesicle amine transport 1 S homeolog
NA	XB-GENE-17343277	ccdc15.L	coiled-coil domain containing 15 L homeolog
NA	XB-GENE-17343278	XB989596.L [provisional:ifit5]	provisional ortholog of interferon induced protein with tetratricopeptide repeats 5 L homeolog
GeneID:100049745	XB-GENE-17343279	psmd10.S	proteasome 26S subunit, non-ATPase 10 S homeolog
GeneID:734243	XB-GENE-17343280	mta2.S	metastasis associated 1 family member 2 S homeolog
GeneID:734523	XB-GENE-17343281	pak1ip1.L	PAK1 interacting protein 1 L homeolog
GeneID:108698525	XB-GENE-17343282	clptm1.L	cleft lip and palate associated transmembrane protein 1 L homeolog
GeneID:108698524	XB-GENE-17343283	dmpk.L	DM1 protein kinase L homeolog
GeneID:108700203	XB-GENE-17343284	dmpk.S	DM1 protein kinase S homeolog
GeneID:108709324	XB-GENE-17343285	supt4h1.S	SPT4 homolog, DSIF elongation factor subunit S homeolog
GeneID:108717640	XB-GENE-17343286	srf.S	serum response factor S homeolog
GeneID:108706771	XB-GENE-17343287	slc4a4.S	solute carrier family 4 member 4 S homeolog
GeneID:121393082	XB-GENE-17343288	ikzf4.L	IKAROS family zinc finger 4 L homeolog
NA	XB-GENE-17343289	abcb9.S	ATP binding cassette subfamily B member 9 S homeolog
GeneID:108708203	XB-GENE-17343290	slc35a5.L	solute carrier family 35 member A5 L homeolog
GeneID:108708389	XB-GENE-17343291	tasl.L	TLR adaptor interacting with endolysosomal SLC15A4 L homeolog
GeneID:108709687	XB-GENE-17343292	tasl.S	TLR adaptor interacting with endolysosomal SLC15A4 S homeolog
GeneID:108709094	XB-GENE-17343294	ccl5.S	chemokine (C-C motif) ligand 5 S homeolog
GeneID:108701512	XB-GENE-17343295	tmem114.L	transmembrane protein 114 L homeolog
GeneID:108702422	XB-GENE-17343296	tmem114.S	transmembrane protein 114 S homeolog
GeneID:108695716	XB-GENE-17343297	papss2.L	NotAvailable
GeneID:108697414	XB-GENE-17343298	taf5.S	TATA-box binding protein associated factor 5 S homeolog
GeneID:108707459	XB-GENE-17343299	pitpnm3.L	PITPNM family member 3 L homeolog
GeneID:108714399	XB-GENE-17343300	lmo4.1.L	LIM domain only 4, gene 1 L homeolog
NA	XB-GENE-17343301	psme4.S	proteasome activator subunit 4 S homeolog
NA	XB-GENE-17343302	prtn3l.2.L	proteinase 3 like gene 2 L homeolog
NA	XB-GENE-17343303	prtn3l.2.S	proteinase 3 like gene 2 S homeolog
NA	XB-GENE-17343304	arl9.S	ADP ribosylation factor like GTPase 9 S homeolog
GeneID:108713847	XB-GENE-17343305	syt12.L	synaptotagmin 12 L homeolog
GeneID:108714929	XB-GENE-17343306	syt12.S	synaptotagmin 12 S homeolog
GeneID:108702904	XB-GENE-17343307	tmem169.S	transmembrane protein 169 S homeolog
NA	XB-GENE-17343308	XB5863395.S [provisional]	regulator of G-protein signaling 9-binding protein B S homeolog
NA	XB-GENE-17343309	bltp3a.L	bridge-like lipid transfer protein family member 3AL homeolog
GeneID:108709448	XB-GENE-17343310	bltp3a.S	bridge-like lipid transfer protein family member 3AS homeolog
GeneID:108714240	XB-GENE-17343311	cd274.L	CD274 molecule L homeolog
GeneID:108705366	XB-GENE-17343312	cd274.S	CD274 molecule S homeolog
NA	XB-GENE-17343313	esr-5.S	bHLH-WRPW transcription factor ESR-5 S homeolog
GeneID:444731	XB-GENE-17343314	phb2.L	prohibitin 2 L homeolog
NA	XB-GENE-17343315	dcaf8.L	DDB1 and CUL4 associated factor 8 L homeolog
GeneID:108717003	XB-GENE-17343316	kcnmb2.L	potassium channel subfamily M regulatory beta subunit 2 L homeolog
GeneID:108718093	XB-GENE-17343317	kcnmb2.S	potassium channel subfamily M regulatory beta subunit 2 S homeolog
NA	XB-GENE-17343318	kiss2.S	kisspeptin 2 S homeolog
GeneID:108705372	XB-GENE-17343319	slc7a14.S	solute carrier family 7 member 14 S homeolog
NA	XB-GENE-17343320	dlc.S	putative ortholog of delta-like protein C precursor (SwissPro) S homeolog
GeneID:108709887	XB-GENE-17343321	neurod4.S	neuronal differentiation 4 S homeolog
NA	XB-GENE-17343322	chmp7.S	charged multivesicular body protein 7 S homeolog
GeneID:380210	XB-GENE-17343323	mmp8.L	matrix metallopeptidase 8 L homeolog
NA	XB-GENE-17343324	rb1.L	retinoblastoma 1 L homeolog
GeneID:108697829	XB-GENE-17343325	sult2a1.S	sulfotransferase family 2A member 1 S homeolog
NA	XB-GENE-17343326	ccdc97.S	coiled-coil domain containing 97 S homeolog
GeneID:108705271	XB-GENE-17343327	mb21d2.S	Mab-21 domain containing 2 S homeolog
NA	XB-GENE-17343328	usp45.S	ubiquitin specific peptidase 45 S homeolog
GeneID:432274	XB-GENE-17343329	trappc8.S	trafficking protein particle complex subunit 8 S homeolog
GeneID:108719024	XB-GENE-17343330	fhod3.L	formin-like 3 L homeolog
NA	XB-GENE-17343331	fhod3.S	formin-like 3 S homeolog
GeneID:108707001	XB-GENE-17343332	diras2.S	DIRAS family GTP binding RAS like 2 S homeolog
GeneID:108699986	XB-GENE-17343333	atp2b3.S	ATPase, Ca++ transporting, plasma membrane 3 S homeolog
GeneID:108701982	XB-GENE-17343334	pyy.L	peptide YY L homeolog
GeneID:108702368	XB-GENE-17343335	pyy.S	peptide YY S homeolog
GeneID:108711183	XB-GENE-17343336	prkar2b.L	protein kinase, cAMP-dependent, regulatory subunit type II beta L homeolog
NA	XB-GENE-17343337	dnai4.L	dynein axonemal intermediate chain 4 L homeolog
GeneID:444427	XB-GENE-17343338	pdap1.S	PDGFA associated protein 1 S homeolog
GeneID:108711192	XB-GENE-17343339	slc26a5.L	solute carrier family 26 member 5 L homeolog
GeneID:108713073	XB-GENE-17343340	slc26a5.S	solute carrier family 26 member 5 S homeolog
NA	XB-GENE-17343341	ramac.S	RNA guanine-7 methyltransferase activating subunit S homeolog
GeneID:108700856	XB-GENE-17343342	taco1.L	translational activator of mitochondrially encoded cytochrome c oxidase I L homeolog
NA	XB-GENE-17343343	hook2.S	hook microtubule-tethering protein 2 S homeolog
GeneID:398824	XB-GENE-17343344	alas1.L	NotAvailable
NA	XB-GENE-17343345	heatr5b.S	HEAT repeat containing 5B S homeolog
NA	XB-GENE-17343346	cmas.S	cytidine monophosphate N-acetylneuraminic acid synthetase S homeolog
GeneID:108703525	XB-GENE-17343347	hes7.2.S	hes family bHLH transcription factor 7 S homeolog
GeneID:108713288	XB-GENE-17343348	wnt8a.S	Wnt family member 8A S homeolog
NA	XB-GENE-17343349	gtf2a1l.S	general transcription factor IIA 1-like S homeolog
NA	XB-GENE-17343350	tpcn1.S	two pore segment channel 1 S homeolog
GeneID:108703202	XB-GENE-17343351	lcmt1.S	leucine carboxyl methyltransferase 1 S homeolog
GeneID:100126603	XB-GENE-17343352	egfl7.L	EGF like domain multiple 7 L homeolog
GeneID:108719210	XB-GENE-17343353	lpin2.L	lipin 2 L homeolog
GeneID:108711150	XB-GENE-17343354	hyal4.L	hyaluronidase 4 L homeolog
NA	XB-GENE-17343355	hyal4.S	hyaluronidase 4 S homeolog
GeneID:108710174	XB-GENE-17343356	aebp2.L	AE binding protein 2 L homeolog
GeneID:779371	XB-GENE-17343357	paqr3.L	progestin and adipoQ receptor family member 3 L homeolog
NA	XB-GENE-17343358	c1qb.S	complement C1q B chain S homeolog
GeneID:108716433	XB-GENE-17343359	eml4.L	echinoderm microtubule associated protein like 4 L homeolog
GeneID:108708299	XB-GENE-17343360	srrm3.L	serine/arginine repetitive matrix 3 L homeolog
GeneID:108709621	XB-GENE-17343361	srrm3.S	serine/arginine repetitive matrix 3 S homeolog
GeneID:108708300	XB-GENE-17343362	dtx2.L	deltex 2, E3 ubiquitin ligase L homeolog
NA	XB-GENE-17343363	zp3.2.S	zona pellucida glycoprotein 3 (sperm receptor), gene 2 S homeolog
NA	XB-GENE-17343364	KIAA1614.S	KIAA1614 S homeolog
NA	XB-GENE-17343365	XB5829846.S [provisional:mfsd1]	provisional ortholog of major facilitator superfamily domain containing 1 S homeolog
NA	XB-GENE-17343366	naxe.S	NAD(P)HX epimerase S homeolog
GeneID:447179	XB-GENE-17343367	get1.S	guided entry of tail-anchored proteins factor 1  S homeolog
GeneID:108718386	XB-GENE-17343368	cdc20b.L	cell division cycle 20B L homeolog
NA	XB-GENE-17343369	cdc20b.S	cell division cycle 20B S homeolog
NA	XB-GENE-17343370	marchf1.L	membrane associated ring-CH-type finger 1 L homeolog
GeneID:108706641	XB-GENE-17343371	marchf1.S	membrane associated ring-CH-type finger 1 S homeolog
GeneID:108718355	XB-GENE-17343372	mtrex.L	Mtr4 exosome RNA helicase L homeolog
NA	XB-GENE-17343373	cp.S	ceruloplasmin (ferroxidase) S homeolog
NA	XB-GENE-17343374	pwp2.L	PWP2,  small subunit processome component L homeolog
NA	XB-GENE-17343375	spef2.S	sperm flagellar 2 S homeolog
GeneID:398361	XB-GENE-17343376	rgs4.L	regulator of G-protein signaling 4 L homeolog
GeneID:432300	XB-GENE-17343377	elovl7.S	ELOVL fatty acid elongase 7 S homeolog
GeneID:108706621	XB-GENE-17343378	wwc2.S	WW and C2 domain containing 2 S homeolog
GeneID:108696291	XB-GENE-17343379	sftpa1.L	surfactant protein A1 L homeolog
NA	XB-GENE-17343380	sftpa1.S	surfactant protein A1 S homeolog
GeneID:108702854	XB-GENE-17343381	pik3r6.S	phosphoinositide-3-kinase regulatory subunit 6 S homeolog
GeneID:503677	XB-GENE-17343382	rhov.L	ras homolog family member V L homeolog
GeneID:108697888	XB-GENE-17343383	kirrel2.S	kirre like nephrin family adhesion molecule 2 S homeolog
GeneID:108698643	XB-GENE-17343384	fam149a.L	family with sequence similarity 149 member A L homeolog
NA	XB-GENE-17343385	fam149a.S	family with sequence similarity 149 member A S homeolog
NA	XB-GENE-17343386	med29.S	mediator complex subunit 29 S homeolog
NA	XB-GENE-17343387	rpusd2.S	RNA pseudouridylate synthase domain containing 2 S homeolog
GeneID:108713033	XB-GENE-17343388	klhdc10.S	kelch domain containing 10 S homeolog
GeneID:380327	XB-GENE-17343389	impa1.L	inositol(myo)-1(or 4)-monophosphatase 1 L homeolog
NA	XB-GENE-17343390	XB5960368.S [provisional:eva1c]	provisional ortholog of eva-1 homolog C S homeolog
NA	XB-GENE-17343391	efcab11.S	EF-hand calcium binding domain 11 S homeolog
GeneID:443952	XB-GENE-17343392	rfc5.S	replication factor C subunit 5 S homeolog
NA	XB-GENE-17343393	pola2.S	polymerase (DNA directed), alpha 2, accessory subunit S homeolog
NA	XB-GENE-17343394	tekt4.L	tektin 4 L homeolog
GeneID:108706893	XB-GENE-17343395	mier2.S	mesoderm induction early response 1, family member 2 S homeolog
GeneID:108714085	XB-GENE-17343396	hsd17b2.L	hydroxysteroid (17-beta) dehydrogenase 2 L homeolog
NA	XB-GENE-17343397	hsd17b2.S	hydroxysteroid (17-beta) dehydrogenase 2 S homeolog
GeneID:108707770	XB-GENE-17343398	or51e1.L	olfactory receptor family 51 subfamily E member 1 L homeolog
GeneID:108709157	XB-GENE-17343399	or51e1.S	olfactory receptor family 51 subfamily E member 1 S homeolog
GeneID:108708567	XB-GENE-17343400	dgka.L	diacylglycerol kinase alpha L homeolog
NA	XB-GENE-17343401	pga5.L	pepsinogen 5, group I (pepsinogen A) L homeolog
NA	XB-GENE-17343402	pga5.S	pepsinogen 5, group I (pepsinogen A) S homeolog
GeneID:414569	XB-GENE-17343403	crkl.S	v-crk avian sarcoma virus CT10 oncogene homolog-like S homeolog
GeneID:108702505	XB-GENE-17343404	npepps.S	aminopeptidase puromycin sensitive S homeolog
GeneID:496096	XB-GENE-17343405	pex19.S	peroxisomal biogenesis factor 19 S homeolog
GeneID:108706587	XB-GENE-17343406	ociad2.S	OCIA domain containing 2 S homeolog
GeneID:108702660	XB-GENE-17343407	prpf6.S	pre-mRNA processing factor 6 S homeolog
GeneID:733397	XB-GENE-17343408	anks1a.L	ankyrin repeat and sterile alpha motif domain containing 1A L homeolog
GeneID:432173	XB-GENE-17343409	rcn2.L	reticulocalbin 2 L homeolog
GeneID:108696175	XB-GENE-17343410	nkx3-3.L	NK3 homeobox 2 L homeolog
GeneID:108710176	XB-GENE-17343411	abcc9.L	ATP binding cassette subfamily C member 9 L homeolog
NA	XB-GENE-17343412	abcc9.S	ATP binding cassette subfamily C member 9 S homeolog
GeneID:108712933	XB-GENE-17343413	znf280d.S	zinc finger protein 280D S homeolog
GeneID:108697869	XB-GENE-17343414	iffo2.S	intermediate filament family orphan 2 S homeolog
NA	XB-GENE-17343415	ppp1r7.S	protein phosphatase 1 regulatory subunit 7 S homeolog
GeneID:108702714	XB-GENE-17343416	enpp7.S	ectonucleotide pyrophosphatase/phosphodiesterase 7 S homeolog
NA	XB-GENE-17343417	ripk3l.2.S	receptor interacting serine/threonine kinase 3-like, gene 2 S homeolog
NA	XB-GENE-17343418	phc2.S	polyhomeotic homolog 2 S homeolog
NA	XB-GENE-17343419	cimip2a.L	ciliary microtubule inner protein 2A L homeolog
NA	XB-GENE-17343420	cimip2a.S	ciliary microtubule inner protein 2A S homeolog
NA	XB-GENE-17343421	ccdc93.S	coiled-coil domain containing 93 S homeolog
GeneID:108718432	XB-GENE-17343422	nedd4l.L	NEDD4 like E3 ubiquitin protein ligase L homeolog
GeneID:108714518	XB-GENE-17343423	gtpbp1.L	GTP binding protein 1 L homeolog
NA	XB-GENE-17343424	XB5913531.L [provisional:mfap4]	provisional ortholog of microfibril associated protein 4 L homeolog
NA	XB-GENE-17343425	samd8.L	sterile alpha motif domain containing 8 L homeolog
GeneID:108703374	XB-GENE-17343426	samd8.S	sterile alpha motif domain containing 8 S homeolog
GeneID:108697897	XB-GENE-17343427	scn1b.S	sodium channel, voltage gated, type I beta subunit S homeolog
GeneID:495281	XB-GENE-17343428	herc4.L	HECT and RLD domain containing E3 ubiquitin protein ligase 4 L homeolog
GeneID:108712983	XB-GENE-17343429	peak1.S	pseudopodium-enriched atypical kinase 1 S homeolog
GeneID:108715441	XB-GENE-17343430	tmem231.S	transmembrane protein 231 S homeolog
NA	XB-GENE-17343431	ppy.L	pancreatic polypeptide L homeolog
NA	XB-GENE-17343432	ppy.S	pancreatic polypeptide S homeolog
GeneID:733384	XB-GENE-17343433	lamp2.L	lysosomal-associated membrane protein 2 L homeolog
NA	XB-GENE-17343434	entpd5.S	ectonucleoside triphosphate diphosphohydrolase 5 S homeolog
NA	XB-GENE-17343435	wdr24.S	WD repeat domain 24 S homeolog
GeneID:108710175	XB-GENE-17343436	slco1c1.L	solute carrier organic anion transporter family member 1C1 L homeolog
NA	XB-GENE-17343437	slco1c1.S	solute carrier organic anion transporter family member 1C1 S homeolog
GeneID:108710834	XB-GENE-17343438	pcdh12.L	protocadherin 12 L homeolog
GeneID:108712626	XB-GENE-17343439	pcdh12.S	protocadherin 12 S homeolog
GeneID:108713249	XB-GENE-17343440	neurl1b.S	neuralized E3 ubiquitin protein ligase 1B S homeolog
GeneID:108714042	XB-GENE-17343441	nudt7.L	nudix hydrolase 7 L homeolog
NA	XB-GENE-17343442	nudt7.S	nudix hydrolase 7 S homeolog
NA	XB-GENE-17343443	psd4.S	pleckstrin and Sec7 domain containing 4 S homeolog
GeneID:108709976	XB-GENE-17343444	gja3.S	gap junction protein alpha 3 S homeolog
GeneID:108715427	XB-GENE-17343445	terf2.S	telomeric repeat binding factor 2 S homeolog
GeneID:108698018	XB-GENE-17343446	afap1.L	actin filament associated protein 1 L homeolog
GeneID:108706530	XB-GENE-17343447	afap1.S	actin filament associated protein 1 S homeolog
GeneID:108696282	XB-GENE-17343448	mmrn2.L	multimerin 2 L homeolog
NA	XB-GENE-17343449	trub2.S	TruB pseudouridine (psi) synthase family member 2 S homeolog
